id,predinctK,pct_65,pct_18_29,pct_male,pct_black,pct_american_indian,pct_hispanic,pct_asian,pct_bach,pct_smoking,median_income,population_density,pct_yes,pct_65_Z_SCORE,pct_18_29_Z_SCORE,pct_male_Z_SCORE,pct_black_Z_SCORE,pct_american_indian_Z_SCORE,pct_hispanic_Z_SCORE,pct_asian_Z_SCORE,pct_bach_Z_SCORE,pct_smoking_Z_SCORE,median_income_Z_SCORE,population_density_Z_SCORE,pct_yes_Z_SCORE,Shape_Length,Shape_Area,longitude,latitude
31,ALA37,0.229823292705922,0.128493002381319,0.498742908514194,0.203374080536986,0.000055320900922,0.093050732609458,0.046871481212523,0.378572646833077,0.113950480278794,73965.902958178819972,702.298025241027176,0.681050168962828,0.015301769758709,-0.098991488953627,0.169440638508034,0.331116570362254,-0.202948240002335,-0.694736617288484,0.695419541162501,0.966789274640928,-0.635037608287029,-0.159572441899060,-0.361136237078430,1.114007274007851,0.141801982125069,0.000682477676251,-82.383555651200368,29.705865577266774
32,ALA38,0.196007170625369,0.117645660872712,0.470995679226605,0.282183883753320,0.000000501305343,0.114994184620901,0.039199406208820,0.314990388793721,0.134967209699690,79533.690958462204435,183.826675480414849,0.656537982565380,-0.234005504372775,-0.247671177872431,-0.516131576620830,0.777260570433732,-0.212637086424036,-0.598216950500070,0.437517351952878,0.483539859224190,-0.147615445204762,0.024385862027451,-0.727885956736664,0.879661257702531,0.425206330827371,0.003529983371160,-82.368674076292152,29.738585230059144
33,ALA39,0.052165986435517,0.579382515446247,0.439423930305253,0.184600255249284,0.000160269140766,0.186500065609090,0.043198902838663,0.245247177313469,0.123347751409930,35470.753374698579137,1547.493478521860425,0.785524215007983,-1.294465762139589,6.081150667172876,-1.296199150906016,0.224837539471813,-0.184399628555740,-0.283693793305264,0.571963239939526,-0.046535152522898,-0.417095123989044,-1.431442424451188,0.236727455274642,2.112819705547181,0.102683050190689,0.000303614472046,-82.381476073371076,29.629296861693778
34,ALA4,0.169946273604433,0.139647513879784,0.466055645866787,0.181029757717748,0.000692632769817,0.156115239060264,0.025548131533251,0.244442256577825,0.145348239314066,89571.473546512323082,43.250285217315898,0.520630660852063,-0.426137860124103,0.053898442493359,-0.638188794593798,0.204624875742756,-0.090309378749599,-0.417343381910879,-0.021379833310794,-0.052652857161763,0.093142467614402,0.356031653854795,-0.827325109436930,-0.419665489974161,0.510385911922305,0.011273361733793,-82.600194672600864,29.603479457413680
35,ALA40,0.054000981440973,0.480951052683783,0.498643342191729,0.265350845809506,0.000565717549651,0.108410770228481,0.108281929751911,0.258687951803570,0.133195634928314,44775.668089723803860,1228.602458486116802,0.821618037135278,-1.280937374651352,4.731994355302956,0.166980576512766,0.681968378661689,-0.112740446760252,-0.627174516664005,2.759774896266415,0.055619860768215,-0.188701990586445,-1.124010401344389,0.011154350312068,2.457890654813667,0.165867494263632,0.000385426829375,-82.330021710270572,29.625551916087911
36,ALA41,0.208750714141367,0.091646934911093,0.418627511061064,0.178140613513010,0.000000214021766,0.070681642241057,0.014474972959573,0.281482379147866,0.115998010372013,76473.500849473202834,57.207207230600503,0.546770208259795,-0.140054515871452,-0.604024159401721,-1.810032336202261,0.188269367929258,-0.212687861086355,-0.793128481412324,-0.393611835244916,0.228866203829389,-0.587551078531324,-0.076722043322690,-0.817452438096407,-0.169761270754297,0.341151488944036,0.004277735976001,-82.505182765161237,29.616251590975928
37,ALA42,0.187155011924925,0.134575596746876,0.542384449780174,0.041323564222539,0.001684554747557,0.093972061023097,0.141279025863400,0.470374007719532,0.091594578034977,120203.455503500736086,807.217277014029946,0.594525235243798,-0.299267498356891,-0.015620071415726,1.247725890244455,-0.586254906428741,0.085003474309102,-0.690684095769046,3.868995455320657,1.664514636256442,-1.153518006026863,1.368104571578723,-0.286919780967080,0.286795323210700,0.101504066731848,0.000486736450720,-82.430121159658356,29.629992710614250
38,ALA43,0.063652971816533,0.358490880106369,0.408385161843887,0.407659085627304,0.004423684990338,0.195323551339692,0.012771513612490,0.111152283493419,0.187988654221094,42764.314684896591643,3361.826789580713466,0.763843648208469,-1.209778670979116,3.053487197645425,-2.063097965500424,1.487578401328068,0.569118907314858,-0.244883131145734,-0.450874817505923,-1.065707497877453,1.082063381638464,-1.190465007900888,1.520127653770974,1.905545071684395,0.048732864535368,0.000131040349008,-82.417394970931696,29.651071420305598
39,ALA44,0.024771352536869,0.677393414089273,0.520587219126249,0.167102955648945,0.003099083429082,0.164118439626660,0.132118947286129,0.244925607089350,0.142981500849098,39892.590601533840527,3119.169008650642809,0.805301204819277,-1.496431010751861,7.424542493578874,0.709164884812094,0.125784948099189,0.335008075937701,-0.382140796123258,3.561072980987410,-0.048979208893538,0.038252824276379,-1.285346043546182,1.348479455331305,2.301895404533795,0.067298543842316,0.000182086031483,-82.366646802487111,29.624103009825806
40,ALA45,0.189900128739554,0.105106974841182,0.504657018633682,0.113908241731758,0.000000002934091,0.082686776703416,0.069850853194678,0.392183500058319,0.095087490938496,108349.887019792673527,161.455559198268475,0.654804270462633,-0.279029293970314,-0.419533374442811,0.315565122978534,-0.175351477587927,-0.212725168841785,-0.740323135313967,1.467887268341874,1.070236951197964,-1.072510008597996,0.976465674115548,-0.743710554621788,0.863086297064126,0.293920298803857,0.002390183661051,-82.439476397497799,29.727151342517669
